,session,code,group,id_in_group,round,arrival,choice,certainty,bonus,strategy,simple,cutoff,fault,payoff
142,skcucks5,luykbvrv,2,1,12,8.3,1.0,0.99,-0.01,,,,,0.3500000000000014
143,skcucks5,4vnbdkgv,2,2,12,8.2,1.0,0.99,-0.01,,,,,7.32
144,skcucks5,luykbvrv,2,1,13,9.0,0.0,0.75,-2.77,,,,,0.3500000000000014
145,skcucks5,4vnbdkgv,2,2,13,8.5,1.0,0.875,-4.16,,,,,7.32
146,skcucks5,luykbvrv,2,1,14,8.2,1.0,0.99,-0.01,,,,,0.3500000000000014
147,skcucks5,4vnbdkgv,2,2,14,8.1,1.0,0.99,-0.01,,,,,7.32
148,skcucks5,luykbvrv,2,1,15,8.4,1.0,0.75,-0.29,,,,,0.3500000000000014
149,skcucks5,4vnbdkgv,2,2,15,8.3,1.0,0.99,-0.01,,,,,7.32
150,skcucks5,luykbvrv,2,1,16,8.3,1.0,0.99,-0.01,,,,,0.3500000000000014
151,skcucks5,4vnbdkgv,2,2,16,8.2,1.0,0.99,-0.01,,,,,7.32
152,skcucks5,luykbvrv,2,1,17,8.2,1.0,0.99,-0.01,,,,,0.3500000000000014
153,skcucks5,4vnbdkgv,2,2,17,8.3,1.0,0.99,-0.01,,,,,7.32
154,skcucks5,luykbvrv,2,1,18,8.4,1.0,0.75,-0.29,,,,,0.3500000000000014
155,skcucks5,4vnbdkgv,2,2,18,8.3,1.0,0.99,-0.01,,,,,7.32
156,skcucks5,luykbvrv,2,1,19,8.4,1.0,0.75,-0.29,,,,,0.3500000000000014
157,skcucks5,4vnbdkgv,2,2,19,8.3,1.0,0.99,-0.01,,,,,7.32
158,skcucks5,luykbvrv,2,1,20,8.3,1.0,0.99,-0.01,,,,,0.3500000000000014
159,skcucks5,4vnbdkgv,2,2,20,8.2,1.0,0.99,-0.01,,,,,7.32
160,skcucks5,luykbvrv,2,1,21,8.4,1.0,0.99,-0.01,,,,,0.3500000000000014
161,skcucks5,4vnbdkgv,2,2,21,8.3,1.0,0.99,-0.01,,,,,7.32
162,skcucks5,luykbvrv,2,1,22,8.1,1.0,0.99,-0.01,,,,,0.3500000000000014
163,skcucks5,4vnbdkgv,2,2,22,8.0,1.0,0.99,-0.01,,,,,7.32
164,skcucks5,luykbvrv,2,1,23,9.0,0.0,0.5,-1.39,,,,,0.3500000000000014
165,skcucks5,4vnbdkgv,2,2,23,8.5,1.0,0.99,-9.21,,,,,7.32
166,skcucks5,luykbvrv,2,1,24,8.1,1.0,0.99,-0.01,,,,,0.3500000000000014
167,skcucks5,4vnbdkgv,2,2,24,8.2,1.0,0.99,-0.01,,,,,7.32
168,skcucks5,luykbvrv,2,1,25,8.4,1.0,0.99,-9.21,,,,,0.3500000000000014
169,skcucks5,4vnbdkgv,2,2,25,8.5,0.0,0.875,-4.16,,,,,7.32
170,skcucks5,luykbvrv,2,1,26,8.4,1.0,0.99,-9.21,,,,,0.3500000000000014
171,skcucks5,4vnbdkgv,2,2,26,8.5,0.0,0.625,-1.96,,,,,7.32
172,skcucks5,luykbvrv,2,1,27,8.5,0.0,0.5,-1.39,,,,,0.3500000000000014
173,skcucks5,4vnbdkgv,2,2,27,9.0,0.0,0.99,-0.02,,,,,7.32
174,skcucks5,luykbvrv,2,1,28,8.5,0.0,0.5,-1.39,,,,,0.3500000000000014
175,skcucks5,4vnbdkgv,2,2,28,8.4,1.0,0.75,-2.77,,,,,7.32
176,skcucks5,luykbvrv,2,1,29,8.5,0.0,0.75,-0.58,,,,,0.3500000000000014
177,skcucks5,4vnbdkgv,2,2,29,9.0,0.0,0.99,-0.02,,,,,7.32
178,skcucks5,luykbvrv,2,1,30,8.5,0.0,0.99,-0.02,At first it was very certain that I went to the canteen if I arrived 8.40 or earlier. But this was expensive if my buddy went to the office at 8.50. So I tried to be more conservative when arriving 8.40 or later.  The best strategy would be for both to go to the office everytime.,2.0,7.0,,0.3500000000000014
179,skcucks5,4vnbdkgv,2,2,30,9.0,0.0,0.99,-0.02,You know that your opponent believes your time is within 20 minutes of what it is so you can guess at what they will guess that you will do,1.0,8.4,,7.32
180,skcucks5,it43ekje,3,1,1,8.3,1.0,0.99,-0.01,,,,,5.619999999999997
181,skcucks5,ovpi7o74,3,2,1,8.2,1.0,0.75,-0.29,,,,,8.519999999999996
182,skcucks5,it43ekje,3,1,2,8.1,1.0,0.99,-0.01,,,,,5.619999999999997
183,skcucks5,ovpi7o74,3,2,2,8.0,1.0,0.75,-0.29,,,,,8.519999999999996
184,skcucks5,it43ekje,3,1,3,8.3,1.0,0.99,-0.01,,,,,5.619999999999997
185,skcucks5,ovpi7o74,3,2,3,8.4,1.0,0.75,-0.29,,,,,8.519999999999996
186,skcucks5,it43ekje,3,1,4,8.1,1.0,0.99,-0.01,,,,,5.619999999999997
187,skcucks5,ovpi7o74,3,2,4,8.2,1.0,0.75,-0.29,,,,,8.519999999999996
188,skcucks5,it43ekje,3,1,5,8.2,1.0,0.99,-0.01,,,,,5.619999999999997
189,skcucks5,ovpi7o74,3,2,5,8.3,1.0,0.875,-0.13,,,,,8.519999999999996
190,skcucks5,it43ekje,3,1,6,8.4,1.0,0.75,-0.29,,,,,5.619999999999997
191,skcucks5,ovpi7o74,3,2,6,8.5,1.0,0.75,-0.29,,,,,8.519999999999996
192,skcucks5,it43ekje,3,1,7,9.0,0.0,0.875,-4.16,,,,,5.619999999999997
193,skcucks5,ovpi7o74,3,2,7,8.5,1.0,0.75,-2.77,,,,,8.519999999999996
194,skcucks5,it43ekje,3,1,8,8.4,1.0,0.875,-0.13,,,,,5.619999999999997
195,skcucks5,ovpi7o74,3,2,8,8.3,1.0,0.75,-0.29,,,,,8.519999999999996
196,skcucks5,it43ekje,3,1,9,8.3,1.0,0.99,-0.01,,,,,5.619999999999997
197,skcucks5,ovpi7o74,3,2,9,8.2,1.0,0.75,-0.29,,,,,8.519999999999996
198,skcucks5,it43ekje,3,1,10,8.5,0.0,0.75,-0.58,,,,,5.619999999999997
199,skcucks5,ovpi7o74,3,2,10,9.0,0.0,0.5,-1.39,,,,,8.519999999999996
200,skcucks5,it43ekje,3,1,11,8.3,1.0,0.99,-0.01,,,,,5.619999999999997
201,skcucks5,ovpi7o74,3,2,11,8.4,1.0,0.75,-0.29,,,,,8.519999999999996
202,skcucks5,it43ekje,3,1,12,8.4,1.0,0.875,-0.13,,,,,5.619999999999997
203,skcucks5,ovpi7o74,3,2,12,8.5,1.0,0.75,-0.29,,,,,8.519999999999996
204,skcucks5,it43ekje,3,1,13,9.0,0.0,0.875,-0.27,,,,,5.619999999999997
205,skcucks5,ovpi7o74,3,2,13,9.1,0.0,0.5,-1.39,,,,,8.519999999999996
206,skcucks5,it43ekje,3,1,14,8.4,1.0,0.99,-0.01,,,,,5.619999999999997
207,skcucks5,ovpi7o74,3,2,14,8.3,1.0,0.875,-0.13,,,,,8.519999999999996
208,skcucks5,it43ekje,3,1,15,8.4,1.0,0.99,-0.01,,,,,5.619999999999997
209,skcucks5,ovpi7o74,3,2,15,8.3,1.0,0.875,-0.13,,,,,8.519999999999996
210,skcucks5,it43ekje,3,1,16,8.4,1.0,0.99,-0.01,,,,,5.619999999999997
211,skcucks5,ovpi7o74,3,2,16,8.5,1.0,0.875,-0.13,,,,,8.519999999999996
212,skcucks5,it43ekje,3,1,17,8.1,1.0,0.99,-0.01,,,,,5.619999999999997
213,skcucks5,ovpi7o74,3,2,17,8.0,1.0,0.99,-0.01,,,,,8.519999999999996
214,skcucks5,it43ekje,3,1,18,9.0,0.0,0.875,-0.27,,,,,5.619999999999997
215,skcucks5,ovpi7o74,3,2,18,9.1,0.0,0.875,-0.27,,,,,8.519999999999996
216,skcucks5,it43ekje,3,1,19,9.0,0.0,0.99,-9.21,,,,,5.619999999999997
217,skcucks5,ovpi7o74,3,2,19,8.5,1.0,0.75,-2.77,,,,,8.519999999999996
218,skcucks5,it43ekje,3,1,20,8.2,1.0,0.99,-0.01,,,,,5.619999999999997
219,skcucks5,ovpi7o74,3,2,20,8.1,1.0,0.75,-0.29,,,,,8.519999999999996
220,skcucks5,it43ekje,3,1,21,8.3,1.0,0.99,-0.01,,,,,5.619999999999997
221,skcucks5,ovpi7o74,3,2,21,8.4,1.0,0.875,-0.13,,,,,8.519999999999996
222,skcucks5,it43ekje,3,1,22,8.5,1.0,0.625,-0.47,,,,,5.619999999999997
223,skcucks5,ovpi7o74,3,2,22,8.4,1.0,0.875,-0.13,,,,,8.519999999999996
224,skcucks5,it43ekje,3,1,23,9.0,0.0,0.875,-0.27,,,,,5.619999999999997
225,skcucks5,ovpi7o74,3,2,23,8.5,0.0,0.875,-0.27,,,,,8.519999999999996
226,skcucks5,it43ekje,3,1,24,8.5,0.0,0.75,-2.77,,,,,5.619999999999997
227,skcucks5,ovpi7o74,3,2,24,8.4,1.0,0.75,-2.77,,,,,8.519999999999996
228,skcucks5,it43ekje,3,1,25,8.3,1.0,0.99,-0.01,,,,,5.619999999999997
229,skcucks5,ovpi7o74,3,2,25,8.2,1.0,0.99,-0.01,,,,,8.519999999999996
230,skcucks5,it43ekje,3,1,26,8.5,0.0,0.75,-2.77,,,,,5.619999999999997
231,skcucks5,ovpi7o74,3,2,26,8.4,1.0,0.875,-4.16,,,,,8.519999999999996
232,skcucks5,it43ekje,3,1,27,8.1,1.0,0.99,-0.01,,,,,5.619999999999997
233,skcucks5,ovpi7o74,3,2,27,8.2,1.0,0.99,-0.01,,,,,8.519999999999996
234,skcucks5,it43ekje,3,1,28,8.5,1.0,0.75,-2.77,,,,,5.619999999999997
235,skcucks5,ovpi7o74,3,2,28,8.4,0.0,0.625,-1.96,,,,,8.519999999999996
236,skcucks5,it43ekje,3,1,29,8.3,1.0,0.99,-0.01,,,,,5.619999999999997
237,skcucks5,ovpi7o74,3,2,29,8.4,1.0,0.99,-0.01,,,,,8.519999999999996
238,skcucks5,it43ekje,3,1,30,8.4,1.0,0.875,-0.13,"Knowing that my coworker could at the latest arrive 10 minutes after me, I always chose the cantten when arriving before 8:30. For the later arrival times, I was less certain and adapted my answers towhat my coworker seemed to be answering at given times",1.0,8.2,,5.619999999999997
239,skcucks5,ovpi7o74,3,2,30,8.3,1.0,0.99,-0.01,"In the beginning: assuming random arrival time, with higher probability that arrival was before 9:00, so simply choosing to going to the canteen with somewhat certainty.   After first week: assume bus is late on wednesdays, so go to office, go to canteen on other days.   Later: go to canteen if your own time + 10 min < 9:00.",1.0,8.4,,8.519999999999996
240,skcucks5,4h5bhqj6,4,1,1,8.2,1.0,0.99,-0.01,,,,,7.559999999999995
241,skcucks5,8kszs2jr,4,2,1,8.3,1.0,0.99,-0.01,,,,,7.399999999999995
242,skcucks5,4h5bhqj6,4,1,2,8.4,0.0,0.75,-2.77,,,,,7.559999999999995
243,skcucks5,8kszs2jr,4,2,2,8.3,1.0,0.99,-9.21,,,,,7.399999999999995
244,skcucks5,4h5bhqj6,4,1,3,8.2,1.0,0.99,-0.01,,,,,7.559999999999995
245,skcucks5,8kszs2jr,4,2,3,8.1,1.0,0.875,-0.13,,,,,7.399999999999995
246,skcucks5,4h5bhqj6,4,1,4,9.0,0.0,0.99,-0.02,,,,,7.559999999999995
247,skcucks5,8kszs2jr,4,2,4,9.1,0.0,0.875,-0.27,,,,,7.399999999999995
248,skcucks5,4h5bhqj6,4,1,5,8.5,0.0,0.75,-0.58,,,,,7.559999999999995
249,skcucks5,8kszs2jr,4,2,5,9.0,0.0,0.875,-0.27,,,,,7.399999999999995
250,skcucks5,4h5bhqj6,4,1,6,8.3,1.0,0.99,-0.01,,,,,7.559999999999995
251,skcucks5,8kszs2jr,4,2,6,8.2,1.0,0.99,-0.01,,,,,7.399999999999995
252,skcucks5,4h5bhqj6,4,1,7,8.1,1.0,0.99,-0.01,,,,,7.559999999999995
253,skcucks5,8kszs2jr,4,2,7,8.0,1.0,0.99,-0.01,,,,,7.399999999999995
254,skcucks5,4h5bhqj6,4,1,8,9.0,0.0,0.99,-0.02,,,,,7.559999999999995
255,skcucks5,8kszs2jr,4,2,8,9.1,0.0,0.875,-0.27,,,,,7.399999999999995
256,skcucks5,4h5bhqj6,4,1,9,8.4,1.0,0.875,-4.16,,,,,7.559999999999995
257,skcucks5,8kszs2jr,4,2,9,8.5,0.0,0.625,-1.96,,,,,7.399999999999995
258,skcucks5,4h5bhqj6,4,1,10,8.5,0.0,0.875,-0.27,,,,,7.559999999999995
259,skcucks5,8kszs2jr,4,2,10,8.4,0.0,0.5,-1.39,,,,,7.399999999999995
260,skcucks5,4h5bhqj6,4,1,11,8.1,1.0,0.99,-0.01,,,,,7.559999999999995
261,skcucks5,8kszs2jr,4,2,11,8.2,1.0,0.99,-0.01,,,,,7.399999999999995
262,skcucks5,4h5bhqj6,4,1,12,8.5,0.0,0.75,-0.58,,,,,7.559999999999995
263,skcucks5,8kszs2jr,4,2,12,9.0,0.0,0.875,-0.27,,,,,7.399999999999995
264,skcucks5,4h5bhqj6,4,1,13,9.0,0.0,0.99,-0.02,,,,,7.559999999999995
265,skcucks5,8kszs2jr,4,2,13,8.5,0.0,0.875,-0.27,,,,,7.399999999999995
266,skcucks5,4h5bhqj6,4,1,14,8.4,0.0,0.625,-0.94,,,,,7.559999999999995
267,skcucks5,8kszs2jr,4,2,14,8.5,0.0,0.875,-0.27,,,,,7.399999999999995
268,skcucks5,4h5bhqj6,4,1,15,8.5,0.0,0.75,-0.58,,,,,7.559999999999995
269,skcucks5,8kszs2jr,4,2,15,9.0,0.0,0.99,-0.02,,,,,7.399999999999995
270,skcucks5,4h5bhqj6,4,1,16,8.1,1.0,0.99,-0.01,,,,,7.559999999999995
271,skcucks5,8kszs2jr,4,2,16,8.2,1.0,0.875,-0.13,,,,,7.399999999999995
272,skcucks5,4h5bhqj6,4,1,17,9.0,0.0,0.99,-0.02,,,,,7.559999999999995
273,skcucks5,8kszs2jr,4,2,17,8.5,0.0,0.75,-0.58,,,,,7.399999999999995
274,skcucks5,4h5bhqj6,4,1,18,8.5,0.0,0.99,-0.02,,,,,7.559999999999995
275,skcucks5,8kszs2jr,4,2,18,8.4,0.0,0.625,-0.94,,,,,7.399999999999995
276,skcucks5,4h5bhqj6,4,1,19,8.3,1.0,0.75,-0.29,,,,,7.559999999999995
277,skcucks5,8kszs2jr,4,2,19,8.2,1.0,0.875,-0.13,,,,,7.399999999999995
278,skcucks5,4h5bhqj6,4,1,20,8.1,1.0,0.99,-0.01,,,,,7.559999999999995
279,skcucks5,8kszs2jr,4,2,20,8.0,1.0,0.99,-0.01,,,,,7.399999999999995
280,skcucks5,4h5bhqj6,4,1,21,8.4,0.0,0.75,-2.77,,,,,7.559999999999995
281,skcucks5,8kszs2jr,4,2,21,8.3,1.0,0.5,-1.39,,,,,7.399999999999995
282,skcucks5,4h5bhqj6,4,1,22,8.4,0.0,0.99,-9.21,,,,,7.559999999999995
283,skcucks5,8kszs2jr,4,2,22,8.3,1.0,0.5,-1.39,,,,,7.399999999999995
284,skcucks5,4h5bhqj6,4,1,23,8.5,0.0,0.99,-0.02,,,,,7.559999999999995
285,skcucks5,8kszs2jr,4,2,23,9.0,0.0,0.99,-0.02,,,,,7.399999999999995
286,skcucks5,4h5bhqj6,4,1,24,9.0,0.0,0.99,-0.02,,,,,7.559999999999995
287,skcucks5,8kszs2jr,4,2,24,9.1,0.0,0.99,-0.02,,,,,7.399999999999995
288,skcucks5,4h5bhqj6,4,1,25,8.5,0.0,0.99,-0.02,,,,,7.559999999999995
289,skcucks5,8kszs2jr,4,2,25,8.4,0.0,0.5,-1.39,,,,,7.399999999999995
290,skcucks5,4h5bhqj6,4,1,26,8.5,0.0,0.99,-0.02,,,,,7.559999999999995
291,skcucks5,8kszs2jr,4,2,26,8.4,0.0,0.5,-1.39,,,,,7.399999999999995
292,skcucks5,4h5bhqj6,4,1,27,8.2,1.0,0.99,-0.01,,,,,7.559999999999995
293,skcucks5,8kszs2jr,4,2,27,8.3,1.0,0.5,-0.69,,,,,7.399999999999995
294,skcucks5,4h5bhqj6,4,1,28,8.1,1.0,0.99,-0.01,,,,,7.559999999999995
295,skcucks5,8kszs2jr,4,2,28,8.0,1.0,0.99,-0.01,,,,,7.399999999999995
296,skcucks5,4h5bhqj6,4,1,29,8.2,1.0,0.99,-0.01,,,,,7.559999999999995
297,skcucks5,8kszs2jr,4,2,29,8.1,1.0,0.875,-0.13,,,,,7.399999999999995
298,skcucks5,4h5bhqj6,4,1,30,8.1,1.0,0.99,-0.01,"Trying to adapt to what my teammate was thinking, but I guess he did the same as we had some misunderstandings.",1.0,8.2,,7.559999999999995
299,skcucks5,8kszs2jr,4,2,30,8.0,1.0,0.99,-0.01,"Always go to the canteen if 8:20 or earlier, always go to office if 8:50 or later, for 8:30 and 8:40 arrivals try to guess based patterns of previous arrival times",1.0,8.3,,7.399999999999995
300,skcucks5,7ms9gjyn,5,1,1,8.1,1.0,0.99,-0.01,,,,,7.529999999999994
301,skcucks5,31ff8gvx,5,2,1,8.0,1.0,0.99,-0.01,,,,,11.309999999999992
302,skcucks5,7ms9gjyn,5,1,2,8.5,0.0,0.75,-0.58,,,,,7.529999999999994
303,skcucks5,31ff8gvx,5,2,2,9.0,0.0,0.75,-0.58,,,,,11.309999999999992
304,skcucks5,7ms9gjyn,5,1,3,9.0,0.0,0.875,-4.16,,,,,7.529999999999994
305,skcucks5,31ff8gvx,5,2,3,8.5,1.0,0.875,-4.16,,,,,11.309999999999992
306,skcucks5,7ms9gjyn,5,1,4,8.5,0.0,0.75,-0.58,,,,,7.529999999999994
307,skcucks5,31ff8gvx,5,2,4,9.0,0.0,0.99,-0.02,,,,,11.309999999999992
308,skcucks5,7ms9gjyn,5,1,5,9.0,0.0,0.875,-0.27,,,,,7.529999999999994
309,skcucks5,31ff8gvx,5,2,5,8.5,0.0,0.5,-1.39,,,,,11.309999999999992
310,skcucks5,7ms9gjyn,5,1,6,8.1,1.0,0.99,-0.01,,,,,7.529999999999994
311,skcucks5,31ff8gvx,5,2,6,8.0,1.0,0.99,-0.01,,,,,11.309999999999992
312,skcucks5,7ms9gjyn,5,1,7,8.4,1.0,0.75,-2.77,,,,,7.529999999999994
313,skcucks5,31ff8gvx,5,2,7,8.5,0.0,0.5,-1.39,,,,,11.309999999999992
314,skcucks5,7ms9gjyn,5,1,8,8.5,0.0,0.75,-0.58,,,,,7.529999999999994
315,skcucks5,31ff8gvx,5,2,8,9.0,0.0,0.99,-0.02,,,,,11.309999999999992
316,skcucks5,7ms9gjyn,5,1,9,8.4,1.0,0.75,-2.77,,,,,7.529999999999994
317,skcucks5,31ff8gvx,5,2,9,8.5,0.0,0.5,-1.39,,,,,11.309999999999992
318,skcucks5,7ms9gjyn,5,1,10,8.3,1.0,0.99,-9.21,,,,,7.529999999999994
319,skcucks5,31ff8gvx,5,2,10,8.4,0.0,0.99,-9.21,,,,,11.309999999999992
320,skcucks5,7ms9gjyn,5,1,11,8.3,1.0,0.99,-0.01,,,,,7.529999999999994
321,skcucks5,31ff8gvx,5,2,11,8.2,1.0,0.75,-0.29,,,,,11.309999999999992
322,skcucks5,7ms9gjyn,5,1,12,8.1,1.0,0.99,-0.01,,,,,7.529999999999994
323,skcucks5,31ff8gvx,5,2,12,8.0,1.0,0.99,-0.01,,,,,11.309999999999992
324,skcucks5,7ms9gjyn,5,1,13,8.4,1.0,0.625,-0.47,,,,,7.529999999999994
325,skcucks5,31ff8gvx,5,2,13,8.3,1.0,0.99,-0.01,,,,,11.309999999999992
326,skcucks5,7ms9gjyn,5,1,14,8.2,1.0,0.99,-0.01,,,,,7.529999999999994
327,skcucks5,31ff8gvx,5,2,14,8.3,1.0,0.99,-0.01,,,,,11.309999999999992
328,skcucks5,7ms9gjyn,5,1,15,8.2,1.0,0.99,-0.01,,,,,7.529999999999994
329,skcucks5,31ff8gvx,5,2,15,8.3,1.0,0.99,-0.01,,,,,11.309999999999992
330,skcucks5,7ms9gjyn,5,1,16,8.1,1.0,0.99,-0.01,,,,,7.529999999999994
331,skcucks5,31ff8gvx,5,2,16,8.2,1.0,0.99,-0.01,,,,,11.309999999999992
332,skcucks5,7ms9gjyn,5,1,17,8.3,1.0,0.99,-0.01,,,,,7.529999999999994
333,skcucks5,31ff8gvx,5,2,17,8.2,1.0,0.99,-0.01,,,,,11.309999999999992
334,skcucks5,7ms9gjyn,5,1,18,8.3,1.0,0.99,-0.01,,,,,7.529999999999994
335,skcucks5,31ff8gvx,5,2,18,8.4,1.0,0.99,-0.01,,,,,11.309999999999992
336,skcucks5,7ms9gjyn,5,1,19,8.2,1.0,0.99,-0.01,,,,,7.529999999999994
337,skcucks5,31ff8gvx,5,2,19,8.3,1.0,0.99,-0.01,,,,,11.309999999999992
338,skcucks5,7ms9gjyn,5,1,20,8.5,0.0,0.75,-0.58,,,,,7.529999999999994
339,skcucks5,31ff8gvx,5,2,20,9.0,0.0,0.99,-0.02,,,,,11.309999999999992
340,skcucks5,7ms9gjyn,5,1,21,8.2,1.0,0.99,-0.01,,,,,7.529999999999994
341,skcucks5,31ff8gvx,5,2,21,8.1,1.0,0.99,-0.01,,,,,11.309999999999992
342,skcucks5,7ms9gjyn,5,1,22,8.4,1.0,0.75,-0.29,,,,,7.529999999999994
343,skcucks5,31ff8gvx,5,2,22,8.3,1.0,0.99,-0.01,,,,,11.309999999999992
344,skcucks5,7ms9gjyn,5,1,23,9.0,0.0,0.99,-0.02,,,,,7.529999999999994
345,skcucks5,31ff8gvx,5,2,23,9.1,0.0,0.99,-0.02,,,,,11.309999999999992
346,skcucks5,7ms9gjyn,5,1,24,8.1,1.0,0.99,-0.01,,,,,7.529999999999994
347,skcucks5,31ff8gvx,5,2,24,8.0,1.0,0.99,-0.01,,,,,11.309999999999992
348,skcucks5,7ms9gjyn,5,1,25,8.2,1.0,0.99,-0.01,,,,,7.529999999999994
349,skcucks5,31ff8gvx,5,2,25,8.3,1.0,0.99,-0.01,,,,,11.309999999999992
350,skcucks5,7ms9gjyn,5,1,26,9.0,0.0,0.99,-0.02,,,,,7.529999999999994
351,skcucks5,31ff8gvx,5,2,26,8.5,0.0,0.99,-0.02,,,,,11.309999999999992
352,skcucks5,7ms9gjyn,5,1,27,8.2,1.0,0.99,-0.01,,,,,7.529999999999994
353,skcucks5,31ff8gvx,5,2,27,8.3,1.0,0.99,-0.01,,,,,11.309999999999992
354,skcucks5,7ms9gjyn,5,1,28,8.2,1.0,0.99,-0.01,,,,,7.529999999999994
355,skcucks5,31ff8gvx,5,2,28,8.1,1.0,0.99,-0.01,,,,,11.309999999999992
356,skcucks5,7ms9gjyn,5,1,29,8.1,1.0,0.99,-0.01,,,,,7.529999999999994
357,skcucks5,31ff8gvx,5,2,29,8.2,1.0,0.99,-0.01,,,,,11.309999999999992
358,skcucks5,7ms9gjyn,5,1,30,8.2,1.0,0.99,-0.01,Thinking about what time my partner would arrive,1.0,8.4,,7.529999999999994
359,skcucks5,31ff8gvx,5,2,30,8.3,1.0,0.99,-0.01,"Initially to take office every time, but my partner did'n really got the strategy.",1.0,7.0,,11.309999999999992
360,skcucks5,arzg04dp,6,1,1,8.4,1.0,0.99,-0.01,,,,,0.7299999999999933
361,skcucks5,eu1lft65,6,2,1,8.5,1.0,0.625,-0.47,,,,,10.999999999999996
362,skcucks5,arzg04dp,6,1,2,8.4,1.0,0.99,-0.01,,,,,0.7299999999999933
363,skcucks5,eu1lft65,6,2,2,8.5,1.0,0.625,-0.47,,,,,10.999999999999996
364,skcucks5,arzg04dp,6,1,3,8.2,1.0,0.99,-0.01,,,,,0.7299999999999933
365,skcucks5,eu1lft65,6,2,3,8.1,1.0,0.5,-0.69,,,,,10.999999999999996
366,skcucks5,arzg04dp,6,1,4,8.3,1.0,0.99,-0.01,,,,,0.7299999999999933
367,skcucks5,eu1lft65,6,2,4,8.2,1.0,0.99,-0.01,,,,,10.999999999999996
368,skcucks5,arzg04dp,6,1,5,8.5,0.0,0.625,-1.96,,,,,0.7299999999999933
369,skcucks5,eu1lft65,6,2,5,8.4,1.0,0.875,-4.16,,,,,10.999999999999996
370,skcucks5,arzg04dp,6,1,6,8.3,1.0,0.99,-0.01,,,,,0.7299999999999933
371,skcucks5,eu1lft65,6,2,6,8.4,1.0,0.99,-0.01,,,,,10.999999999999996
372,skcucks5,arzg04dp,6,1,7,8.1,1.0,0.99,-0.01,,,,,0.7299999999999933
373,skcucks5,eu1lft65,6,2,7,8.0,1.0,0.99,-0.01,,,,,10.999999999999996
374,skcucks5,arzg04dp,6,1,8,8.2,1.0,0.99,-0.01,,,,,0.7299999999999933
375,skcucks5,eu1lft65,6,2,8,8.3,1.0,0.99,-0.01,,,,,10.999999999999996
376,skcucks5,arzg04dp,6,1,9,9.0,0.0,0.875,-0.27,,,,,0.7299999999999933
377,skcucks5,eu1lft65,6,2,9,9.1,0.0,0.99,-0.02,,,,,10.999999999999996
378,skcucks5,arzg04dp,6,1,10,8.2,1.0,0.99,-0.01,,,,,0.7299999999999933
379,skcucks5,eu1lft65,6,2,10,8.3,1.0,0.99,-0.01,,,,,10.999999999999996
380,skcucks5,arzg04dp,6,1,11,8.5,1.0,0.875,-4.16,,,,,0.7299999999999933
381,skcucks5,eu1lft65,6,2,11,9.0,0.0,0.5,-1.39,,,,,10.999999999999996
382,skcucks5,arzg04dp,6,1,12,8.3,1.0,0.99,-0.01,,,,,0.7299999999999933
383,skcucks5,eu1lft65,6,2,12,8.4,1.0,0.99,-0.01,,,,,10.999999999999996
